run_time,display_name,latest_date,latest_close,recent_low_date,recent_low_close,rally_from_low,rally_hits,high_6m_date,high_6m_close,drawdown,drawdown_hits,vix_latest,vix_signal
2026-05-22 05:37:04,纳斯达克100指数,2026-05-21,29357.26953125,2026-03-30,22953.380859375,0.27899544346467886,">=10%, >=15%, >=20%, >=25%",2026-05-14,29580.30078125,0.0075398574087986395,未达到10%,16.760000228881836,VIX < 25：波动相对正常，等待更好的区间
