Date,IXIC_Close,VIX_Close
2026-01-28,26022.7890625,16.350000381469727
2026-01-29,25884.30078125,16.350000381469727
2026-01-30,25552.390625,16.8799991607666
2026-02-02,25738.609375,17.440000534057617
2026-02-03,25338.619140625,16.34000015258789
2026-02-04,24891.240234375,18.0
2026-02-05,24548.689453125,18.639999389648438
2026-02-06,25075.76953125,21.770000457763672
2026-02-09,25268.140625,20.3700008392334
2026-02-10,25127.640625,17.360000610351562
2026-02-11,25201.259765625,17.790000915527344
2026-02-12,24687.609375,17.649999618530273
2026-02-13,24732.73046875,20.81999969482422
2026-02-17,24701.599609375,20.600000381469727
2026-02-18,24898.869140625,20.290000915527344
2026-02-19,24797.33984375,19.6200008392334
2026-02-20,25012.619140625,20.229999542236328
2026-02-23,24708.939453125,19.09000015258789
2026-02-24,24977.0390625,21.010000228881836
2026-02-25,25329.0390625,19.549999237060547
2026-02-26,25034.369140625,17.93000030517578
2026-02-27,24960.0390625,18.6299991607666
2026-03-02,24992.599609375,19.860000610351562
2026-03-03,24720.080078125,21.440000534057617
2026-03-04,25093.6796875,23.56999969482422
2026-03-05,25020.41015625,21.149999618530273
2026-03-06,24643.01953125,23.75
2026-03-09,24967.25,29.489999771118164
2026-03-10,24956.470703125,25.5
2026-03-11,24965.009765625,24.93000030517578
2026-03-12,24533.580078125,24.229999542236328
2026-03-13,24380.73046875,27.290000915527344
2026-03-16,24655.33984375,27.190000534057617
2026-03-17,24780.419921875,23.510000228881836
2026-03-18,24425.08984375,22.3700008392334
2026-03-19,24355.279296875,25.09000015258789
2026-03-20,23898.150390625,24.059999465942383
2026-03-23,24188.58984375,26.780000686645508
2026-03-24,24002.44921875,26.149999618530273
2026-03-25,24162.98046875,26.950000762939453
2026-03-26,23586.990234375,25.329999923706055
2026-03-27,23132.76953125,27.440000534057617
2026-03-30,22953.380859375,31.049999237060547
2026-03-31,23740.189453125,30.610000610351562
2026-04-01,24019.990234375,25.25
2026-04-02,24045.529296875,24.540000915527344
2026-04-06,24192.169921875,23.8700008392334
2026-04-07,24202.369140625,24.170000076293945
2026-04-08,24903.169921875,25.780000686645508
2026-04-09,25082.08984375,21.040000915527344
2026-04-10,25116.33984375,19.489999771118164
2026-04-13,25383.720703125,19.229999542236328
2026-04-14,25842.0,19.1200008392334
2026-04-15,26204.580078125,18.360000610351562
2026-04-16,26333.0,18.170000076293945
2026-04-17,26672.4296875,17.940000534057617
2026-04-20,26590.33984375,17.479999542236328
2026-04-21,26479.470703125,18.8700008392334
2026-04-22,26937.279296875,19.5
2026-04-23,26782.630859375,18.920000076293945
2026-04-24,27303.669921875,19.309999465942383
2026-04-27,27305.6796875,18.709999084472656
2026-04-28,27029.009765625,18.020000457763672
2026-04-29,27186.98046875,17.829999923706055
2026-04-30,27452.119140625,18.809999465942383
2026-05-01,27710.359375,16.889999389648438
2026-05-04,27651.8203125,16.989999771118164
2026-05-05,28015.060546875,18.290000915527344
2026-05-06,28599.169921875,17.3799991607666
2026-05-07,28563.94921875,17.389999389648438
2026-05-08,29234.990234375,17.079999923706055
2026-05-11,29320.66015625,17.190000534057617
2026-05-12,29064.80078125,18.3799991607666
2026-05-13,29366.939453125,17.989999771118164
2026-05-14,29580.30078125,17.8700008392334
2026-05-15,29125.19921875,17.260000228881836
2026-05-18,28994.369140625,18.43000030517578
2026-05-19,28818.83984375,17.81999969482422
2026-05-20,29297.69921875,18.059999465942383
2026-05-21,29357.26953125,17.440000534057617
2026-05-22,29481.640625,16.760000228881836
2026-05-26,30001.3203125,16.700000762939453
2026-05-27,29973.5703125,16.59000015258789
2026-05-28,30223.890625,17.010000228881836
2026-05-29,30333.1796875,16.290000915527344
2026-06-01,30513.859375,15.739999771118164
2026-06-02,30660.599609375,15.319999694824219
2026-06-03,30571.240234375,16.049999237060547
2026-06-04,30407.810546875,15.770000457763672
2026-06-05,28957.599609375,16.059999465942383
2026-06-08,29414.259765625,15.399999618530273
2026-06-09,29084.5,21.510000228881836
2026-06-10,28508.029296875,18.920000076293945
2026-06-11,29446.1796875,19.8700008392334
2026-06-12,29635.94921875,22.219999313354492
2026-06-15,30543.919921875,19.440000534057617
2026-06-16,29968.130859375,17.68000030517578
2026-06-17,29670.94921875,16.200000762939453
2026-06-18,30406.189453125,16.40999984741211
2026-06-22,30347.080078125,18.440000534057617
2026-06-23,29347.26953125,16.399999618530273
2026-06-24,29220.060546875,17.280000686645508
2026-06-25,29440.3203125,19.489999771118164
2026-06-26,29118.240234375,18.6299991607666
2026-06-29,29774.75,18.889999389648438
2026-06-30,30276.349609375,18.40999984741211
2026-07-01,29809.130859375,17.649999618530273
2026-07-02,29329.2109375,16.450000762939453
2026-07-06,29697.869140625,16.59000015258789
2026-07-07,29173.01953125,16.149999618530273
2026-07-08,29252.560546875,15.569999694824219
2026-07-09,29727.099609375,16.1299991607666
2026-07-10,29825.109375,16.899999618530273
2026-07-13,29264.099609375,15.84000015258789
2026-07-14,29586.2890625,15.029999732971191
2026-07-15,29502.599609375,17.15999984741211
2026-07-16,29025.76953125,16.5
2026-07-17,28592.66015625,15.670000076293945
2026-07-20,28604.23046875,16.729999542236328
2026-07-21,29155.1796875,18.770000457763672
2026-07-22,28998.099609375,18.649999618530273
2026-07-23,28454.810546875,17.049999237060547
2026-07-24,28128.33984375,16.639999389648438
2026-07-27,28039.2109375,18.700000762939453
